phase,sponsor_type,enrollment_count,intervention_type,n_arms,has_dmc,allocation,masking,primary_purpose,n_primary_outcomes,n_secondary_outcomes,outcomes_ratio,n_locations,is_multicenter,has_us_site,n_collaborators,abandoned
NA,FED,81.0,OTHER,2,0.0,RANDOMIZED,NONE,TREATMENT,2,1,0.5,1,0,1,0,0
PHASE3,INDUSTRY,221.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,15,15.0,1,0,0,0,0
PHASE4,OTHER,64.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,PREVENTION,1,7,7.0,1,0,0,0,0
PHASE4,INDUSTRY,436.0,DRUG,2,,RANDOMIZED,DOUBLE,TREATMENT,1,2,2.0,1,0,0,0,0
NA,OTHER,103.0,OTHER,4,0.0,RANDOMIZED,NONE,TREATMENT,2,8,4.0,1,0,1,2,0
PHASE4,OTHER,1.0,DRUG,2,,RANDOMIZED,TRIPLE,UNKNOWN,2,11,5.5,1,0,0,2,1
NA,OTHER_GOV,48.0,PROCEDURE,2,0.0,RANDOMIZED,NONE,TREATMENT,1,6,6.0,1,0,0,0,1
PHASE1,INDUSTRY,51.0,DRUG,11,1.0,RANDOMIZED,TRIPLE,BASIC_SCIENCE,4,4,1.0,2,1,1,2,0
PHASE2,INDUSTRY,60.0,DRUG,2,,RANDOMIZED,SINGLE,TREATMENT,3,2,0.6666666666666666,1,0,0,0,0
PHASE3,OTHER,16.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,5,5.0,12,1,1,1,1
NA,OTHER,660.0,DEVICE,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,2,2,1.0,1,0,0,0,0
PHASE4,OTHER,23.0,DIETARY_SUPPLEMENT,2,0.0,NON_RANDOMIZED,TRIPLE,BASIC_SCIENCE,1,5,5.0,0,0,0,0,0
PHASE3,INDUSTRY,372.0,BIOLOGICAL,2,1.0,RANDOMIZED,NONE,TREATMENT,1,3,3.0,73,1,1,0,0
NA,INDUSTRY,49.0,DEVICE,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,0,0.0,2,1,1,0,0
PHASE2,INDUSTRY,200.0,BIOLOGICAL,2,0.0,NON_RANDOMIZED,NONE,TREATMENT,4,13,3.25,16,1,1,0,0
PHASE2,OTHER,94.0,DRUG,3,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,3,10,3.3333333333333335,6,1,1,3,0
NA,OTHER,912.0,PROCEDURE,2,1.0,RANDOMIZED,SINGLE,TREATMENT,1,22,22.0,1,0,0,1,0
PHASE3,INDUSTRY,1568.0,DRUG,0,,RANDOMIZED,DOUBLE,TREATMENT,4,7,1.75,1,0,0,1,0
NA,OTHER,20.0,OTHER,2,0.0,NON_RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,2,1,1,0,0
PHASE3,INDUSTRY,29.0,BIOLOGICAL,5,1.0,RANDOMIZED,NONE,TREATMENT,2,17,8.5,29,1,1,1,1
PHASE1,INDUSTRY,90.0,DRUG,3,0.0,RANDOMIZED,SINGLE,PREVENTION,1,0,0.0,10,1,0,0,0
NA,OTHER,14.0,OTHER,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,4,0,0.0,1,0,0,0,0
NA,OTHER,3307.0,PROCEDURE,3,1.0,RANDOMIZED,DOUBLE,SUPPORTIVE_CARE,5,0,0.0,2,1,0,1,0
NA,OTHER,100.0,DRUG,2,1.0,RANDOMIZED,TRIPLE,TREATMENT,1,2,2.0,1,0,0,0,0
PHASE3,INDUSTRY,155.0,DEVICE,0,,NON_RANDOMIZED,NONE,OTHER,2,0,0.0,12,1,1,1,0
PHASE3,NIH,,BEHAVIORAL,0,,RANDOMIZED,NONE,PREVENTION,0,0,0.0,0,0,0,0,0
NA,OTHER,20.0,DEVICE,2,,RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,1,0,0,0,0
NA,OTHER,11.0,PROCEDURE,2,0.0,RANDOMIZED,NONE,TREATMENT,1,3,3.0,9,1,0,0,1
NA,OTHER,38.0,OTHER,2,,RANDOMIZED,NONE,TREATMENT,2,2,1.0,1,0,0,0,0
NA,OTHER,52.0,DEVICE,2,,NON_RANDOMIZED,NONE,SCREENING,4,0,0.0,1,0,0,0,0
PHASE2,INDUSTRY,192.0,DRUG,5,1.0,RANDOMIZED,NONE,TREATMENT,1,14,14.0,1,0,0,1,0
NA,OTHER,100.0,OTHER,2,0.0,RANDOMIZED,SINGLE,TREATMENT,2,4,2.0,1,0,0,0,0
PHASE1,OTHER,30.0,BIOLOGICAL,3,1.0,RANDOMIZED,SINGLE,SUPPORTIVE_CARE,4,4,1.0,1,0,1,0,0
PHASE3,INDUSTRY,619.0,BIOLOGICAL,6,1.0,RANDOMIZED,DOUBLE,TREATMENT,3,10,3.3333333333333335,87,1,1,0,0
PHASE2,OTHER,30.0,DRUG,2,1.0,RANDOMIZED,TRIPLE,TREATMENT,1,6,6.0,1,0,0,0,0
NA,OTHER,40.0,DEVICE,4,0.0,RANDOMIZED,DOUBLE,BASIC_SCIENCE,1,0,0.0,1,0,1,0,0
PHASE1,OTHER,6.0,DRUG,3,1.0,RANDOMIZED,SINGLE,BASIC_SCIENCE,1,1,1.0,1,0,1,0,0
PHASE3,INDUSTRY,1502.0,DRUG,1,0.0,NON_RANDOMIZED,NONE,PREVENTION,1,4,4.0,63,1,1,0,0
NA,OTHER,60.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,PREVENTION,1,0,0.0,1,0,0,0,0
PHASE2,INDUSTRY,0.0,BIOLOGICAL,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,1,1.0,3,1,1,0,1
NA,OTHER,140.0,PROCEDURE,2,0.0,RANDOMIZED,TRIPLE,SUPPORTIVE_CARE,1,24,24.0,2,1,0,0,0
NA,OTHER,0.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,HEALTH_SERVICES_RESEARCH,2,0,0.0,0,0,0,1,1
NA,OTHER,10.0,DIETARY_SUPPLEMENT,3,0.0,RANDOMIZED,SINGLE,BASIC_SCIENCE,1,0,0.0,1,0,0,2,0
NA,OTHER,17.0,DRUG,2,0.0,NON_RANDOMIZED,NONE,DIAGNOSTIC,1,0,0.0,1,0,1,1,1
NA,OTHER,25.0,OTHER,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,8,8.0,1,0,0,0,0
PHASE2,OTHER,80.0,DRUG,4,,RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,0,0,0
EARLY_PHASE1,OTHER,18.0,BIOLOGICAL,3,1.0,RANDOMIZED,NONE,UNKNOWN,1,1,1.0,1,0,0,1,0
PHASE1/PHASE2,INDUSTRY,59.0,BIOLOGICAL,1,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,3,3.0,5,1,0,0,0
NA,OTHER,146.0,BEHAVIORAL,4,1.0,RANDOMIZED,DOUBLE,TREATMENT,6,0,0.0,4,1,1,4,0
PHASE2,OTHER,10.0,DIETARY_SUPPLEMENT,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,1,1.0,1,0,1,0,0
NA,OTHER,20.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,SUPPORTIVE_CARE,1,1,1.0,1,0,0,0,0
NA,OTHER,75.0,BEHAVIORAL,3,1.0,RANDOMIZED,SINGLE,PREVENTION,1,1,1.0,1,0,1,1,0
PHASE4,OTHER,42.0,DRUG,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,2,5,2.5,1,0,1,1,0
PHASE2,INDUSTRY,0.0,BIOLOGICAL,6,0.0,RANDOMIZED,NONE,TREATMENT,1,9,9.0,84,1,1,0,1
PHASE2,INDUSTRY,715.0,BIOLOGICAL,5,,RANDOMIZED,SINGLE,PREVENTION,3,30,10.0,11,1,0,0,0
PHASE2,NIH,138.0,DRUG,8,0.0,RANDOMIZED,NONE,TREATMENT,2,1,0.5,1,0,1,0,0
PHASE2,OTHER,90.0,DRUG,3,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,1,1.0,0,0,0,0,0
NA,OTHER,170.0,PROCEDURE,2,0.0,RANDOMIZED,DOUBLE,PREVENTION,1,0,0.0,1,0,0,0,0
PHASE3,INDUSTRY,363.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,8,8.0,31,1,0,0,0
PHASE2,INDUSTRY,57.0,DRUG,3,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,11,11.0,76,1,0,0,0
NA,OTHER,100.0,PROCEDURE,2,0.0,RANDOMIZED,NONE,DIAGNOSTIC,1,0,0.0,0,0,0,0,0
PHASE1,OTHER,166.0,DEVICE,2,1.0,RANDOMIZED,NONE,PREVENTION,1,6,6.0,4,1,1,1,1
PHASE1,OTHER,6.0,DRUG,1,1.0,NON_RANDOMIZED,NONE,TREATMENT,2,1,0.5,1,0,1,0,0
NA,OTHER,167.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,PREVENTION,4,4,1.0,1,0,0,0,0
NA,OTHER,120.0,OTHER,2,0.0,RANDOMIZED,NONE,TREATMENT,1,10,10.0,1,0,0,3,0
PHASE2,OTHER,8.0,DRUG,1,,NON_RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,0,0,0
PHASE1,INDUSTRY,40.0,DRUG,2,,RANDOMIZED,NONE,OTHER,1,0,0.0,1,0,1,0,0
NA,OTHER,30.0,OTHER,2,,RANDOMIZED,TRIPLE,OTHER,1,0,0.0,1,0,0,0,0
PHASE2,OTHER,50.0,PROCEDURE,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,2,2.0,1,0,0,0,0
NA,OTHER,157.0,BEHAVIORAL,3,1.0,NON_RANDOMIZED,NONE,PREVENTION,2,16,8.0,2,1,0,2,0
NA,OTHER,10.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,HEALTH_SERVICES_RESEARCH,3,3,1.0,1,0,0,0,1
PHASE4,OTHER,18.0,DRUG,2,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,0,0,0
NA,OTHER,68.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,1,0,1,2,0
PHASE1/PHASE2,OTHER,40.0,DRUG,3,1.0,NON_RANDOMIZED,NONE,TREATMENT,2,3,1.5,1,0,1,4,0
PHASE3,OTHER,,DRUG,0,,RANDOMIZED,DOUBLE,TREATMENT,1,3,3.0,1,0,0,6,0
PHASE2,INDUSTRY,163.0,DRUG,6,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,2,2,1.0,80,1,1,0,1
NA,OTHER,31.0,OTHER,2,0.0,RANDOMIZED,DOUBLE,BASIC_SCIENCE,2,1,0.5,1,0,0,3,0
NA,OTHER,20.0,DEVICE,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,1,1.0,2,1,0,3,0
PHASE4,OTHER,150.0,DRUG,2,0.0,RANDOMIZED,NONE,PREVENTION,2,4,2.0,1,0,0,0,0
NA,OTHER_GOV,25.0,DIETARY_SUPPLEMENT,6,0.0,RANDOMIZED,NONE,BASIC_SCIENCE,3,2,0.6666666666666666,1,0,0,0,0
PHASE1/PHASE2,INDUSTRY,36.0,BIOLOGICAL,4,1.0,RANDOMIZED,QUADRUPLE,PREVENTION,4,2,0.5,1,0,1,2,0
PHASE3,INDUSTRY,,DRUG,0,,RANDOMIZED,NONE,TREATMENT,2,1,0.5,1,0,0,0,0
NA,INDUSTRY,29.0,DEVICE,2,0.0,RANDOMIZED,NONE,TREATMENT,1,9,9.0,3,1,1,1,0
PHASE3,OTHER,84.0,DEVICE,2,1.0,RANDOMIZED,SINGLE,DIAGNOSTIC,1,1,1.0,1,0,0,0,0
NA,INDUSTRY,24.0,OTHER,2,0.0,RANDOMIZED,SINGLE,TREATMENT,4,3,0.75,1,0,0,0,0
NA,OTHER,30.0,OTHER,0,0.0,NON_RANDOMIZED,NONE,SUPPORTIVE_CARE,4,0,0.0,1,0,0,0,0
PHASE4,OTHER,40.0,DRUG,2,1.0,RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,1,0,1,0,0
NA,OTHER,36.0,PROCEDURE,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,3,0,0.0,1,0,0,0,0
NA,OTHER,100.0,OTHER,2,1.0,RANDOMIZED,SINGLE,BASIC_SCIENCE,1,2,2.0,1,0,0,1,0
NA,INDUSTRY,16.0,OTHER,10,0.0,RANDOMIZED,NONE,BASIC_SCIENCE,1,0,0.0,1,0,0,1,0
NA,OTHER,0.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,7,7.0,1,0,0,2,1
PHASE1,INDUSTRY,28.0,DRUG,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,3,6,2.0,1,0,0,0,0
PHASE3,INDUSTRY,415.0,DRUG,2,,RANDOMIZED,SINGLE,DIAGNOSTIC,2,5,2.5,0,0,0,0,0
PHASE3,INDUSTRY,947.0,BIOLOGICAL,2,1.0,RANDOMIZED,NONE,TREATMENT,2,4,2.0,133,1,1,1,0
NA,OTHER,70.0,OTHER,2,0.0,RANDOMIZED,NONE,PREVENTION,6,0,0.0,1,0,0,0,0
NA,OTHER,6.0,DEVICE,3,,RANDOMIZED,NONE,DEVICE_FEASIBILITY,1,13,13.0,1,0,1,0,0
PHASE2,INDUSTRY,336.0,DRUG,4,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,0,0.0,54,1,1,1,0
PHASE1/PHASE2,INDUSTRY,49.0,DRUG,4,0.0,NON_RANDOMIZED,NONE,TREATMENT,2,1,0.5,10,1,1,0,1
PHASE3,INDUSTRY,354.0,DRUG,2,1.0,RANDOMIZED,TRIPLE,TREATMENT,1,9,9.0,407,1,1,0,0
NA,OTHER,30.0,OTHER,2,0.0,RANDOMIZED,NONE,BASIC_SCIENCE,1,5,5.0,1,0,0,0,0
NA,OTHER,23.0,DRUG,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,3,3.0,1,0,1,1,0
PHASE2/PHASE3,INDUSTRY,19.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,1,10,10.0,2,1,0,0,0
PHASE2,OTHER,40.0,BIOLOGICAL,2,1.0,RANDOMIZED,NONE,TREATMENT,1,6,6.0,1,0,0,0,0
PHASE1,INDUSTRY,18.0,DRUG,4,0.0,RANDOMIZED,NONE,BASIC_SCIENCE,6,1,0.16666666666666666,1,0,0,0,0
PHASE3,INDUSTRY,99.0,DRUG,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,3,3.0,1,0,0,0,0
NA,OTHER,149.0,BEHAVIORAL,2,1.0,RANDOMIZED,SINGLE,TREATMENT,2,3,1.5,1,0,1,0,0
NA,OTHER,12.0,BEHAVIORAL,2,,RANDOMIZED,DOUBLE,TREATMENT,7,0,0.0,1,0,1,0,0
PHASE3,INDUSTRY,355.0,BIOLOGICAL,2,1.0,RANDOMIZED,NONE,TREATMENT,3,29,9.666666666666666,38,1,1,2,0
NA,OTHER,20.0,OTHER,2,1.0,RANDOMIZED,NONE,TREATMENT,1,0,0.0,1,0,0,0,0
NA,OTHER,270.0,BEHAVIORAL,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,4,4.0,1,0,0,0,1
NA,OTHER,82.0,DEVICE,2,0.0,RANDOMIZED,NONE,PREVENTION,11,0,0.0,4,1,0,1,0
NA,OTHER,63.0,DEVICE,2,1.0,RANDOMIZED,NONE,TREATMENT,1,2,2.0,0,0,0,0,0
PHASE2,OTHER,11.0,DRUG,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,3,3.0,1,0,1,1,0
NA,OTHER,90.0,PROCEDURE,2,1.0,RANDOMIZED,SINGLE,TREATMENT,1,9,9.0,3,1,1,1,0
PHASE3,INDUSTRY,105.0,DEVICE,0,1.0,NON_RANDOMIZED,NONE,TREATMENT,2,0,0.0,10,1,1,0,0
PHASE1,INDUSTRY,44.0,DRUG,1,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,1,1.0,2,1,1,2,0
NA,OTHER,42.0,DEVICE,2,0.0,RANDOMIZED,NONE,SUPPORTIVE_CARE,1,5,5.0,2,1,0,0,0
NA,OTHER,334.0,DIETARY_SUPPLEMENT,3,1.0,RANDOMIZED,NONE,OTHER,1,1,1.0,1,0,0,1,0
NA,OTHER,36.0,PROCEDURE,2,1.0,RANDOMIZED,SINGLE,TREATMENT,2,3,1.5,1,0,0,0,0
PHASE2,INDUSTRY,101.0,DRUG,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,9,9.0,14,1,1,1,0
NA,OTHER,76.0,DEVICE,2,1.0,RANDOMIZED,SINGLE,HEALTH_SERVICES_RESEARCH,1,3,3.0,0,0,0,0,0
NA,OTHER,434.0,BEHAVIORAL,4,0.0,RANDOMIZED,SINGLE,TREATMENT,1,1,1.0,1,0,0,3,0
PHASE1/PHASE2,OTHER_GOV,27.0,BIOLOGICAL,2,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,0,0.0,1,0,0,1,0
PHASE2/PHASE3,FED,2700.0,OTHER,3,0.0,RANDOMIZED,NONE,PREVENTION,2,2,1.0,1,0,1,1,0
PHASE4,OTHER,82.0,DRUG,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,3,9,3.0,1,0,0,0,1
PHASE1,INDUSTRY,39.0,DRUG,4,0.0,RANDOMIZED,DOUBLE,BASIC_SCIENCE,1,9,9.0,1,0,1,0,1
PHASE1,INDUSTRY,121.0,DRUG,8,,RANDOMIZED,DOUBLE,OTHER,5,23,4.6,1,0,0,0,0
PHASE3,OTHER,85.0,DRUG,2,0.0,RANDOMIZED,NONE,TREATMENT,1,1,1.0,1,0,1,0,1
PHASE1,OTHER,29.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,3,1,0.3333333333333333,1,0,0,2,0
PHASE2,OTHER,7.0,DRUG,2,0.0,NON_RANDOMIZED,NONE,DIAGNOSTIC,1,8,8.0,1,0,0,0,0
PHASE1,OTHER,20.0,DIETARY_SUPPLEMENT,2,1.0,NON_RANDOMIZED,DOUBLE,TREATMENT,1,0,0.0,0,0,0,0,0
NA,OTHER,2325.0,OTHER,2,0.0,RANDOMIZED,NONE,PREVENTION,1,7,7.0,1,0,0,3,0
NA,OTHER,73.0,PROCEDURE,2,0.0,RANDOMIZED,NONE,TREATMENT,1,7,7.0,1,0,0,0,0
NA,OTHER,35.0,OTHER,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,2,7,3.5,1,0,0,0,1
PHASE3,INDUSTRY,252.0,DRUG,2,1.0,RANDOMIZED,TRIPLE,TREATMENT,1,8,8.0,177,1,1,0,1
NA,INDUSTRY,125.0,DEVICE,1,0.0,NON_RANDOMIZED,SINGLE,SUPPORTIVE_CARE,4,0,0.0,1,0,1,0,0
PHASE2/PHASE3,INDUSTRY,401.0,DEVICE,2,1.0,RANDOMIZED,SINGLE,TREATMENT,1,4,4.0,29,1,0,0,0
NA,OTHER,16.0,BEHAVIORAL,2,0.0,RANDOMIZED,DOUBLE,SUPPORTIVE_CARE,2,0,0.0,1,0,0,2,0
PHASE4,OTHER,96.0,DRUG,4,0.0,RANDOMIZED,QUADRUPLE,HEALTH_SERVICES_RESEARCH,1,0,0.0,1,0,1,0,0
PHASE4,OTHER,70.0,DRUG,2,1.0,RANDOMIZED,NONE,TREATMENT,2,2,1.0,1,0,0,1,0
PHASE1,INDUSTRY,126.0,DRUG,12,0.0,RANDOMIZED,NONE,TREATMENT,10,18,1.8,2,1,1,0,0
NA,OTHER_GOV,0.0,OTHER,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,1,0,0,0,1
PHASE1,INDUSTRY,50.0,DRUG,2,,RANDOMIZED,NONE,OTHER,3,1,0.3333333333333333,1,0,0,0,0
PHASE2,INDUSTRY,116.0,DRUG,2,,RANDOMIZED,NONE,TREATMENT,2,4,2.0,24,1,1,0,0
PHASE4,OTHER,100.0,DRUG,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,14,14.0,3,1,0,0,0
PHASE2,OTHER,286.0,DRUG,7,0.0,RANDOMIZED,TRIPLE,TREATMENT,1,6,6.0,1,0,0,1,0
PHASE2,INDUSTRY,,DRUG,0,,RANDOMIZED,DOUBLE,UNKNOWN,1,0,0.0,4,1,0,0,0
NA,OTHER,54.0,OTHER,3,1.0,RANDOMIZED,NONE,TREATMENT,6,0,0.0,1,0,0,0,0
PHASE2,INDUSTRY,,DRUG,0,,NON_RANDOMIZED,NONE,TREATMENT,0,0,0.0,5,1,1,0,1
NA,INDUSTRY,50.0,DIETARY_SUPPLEMENT,2,0.0,RANDOMIZED,DOUBLE,SUPPORTIVE_CARE,4,24,6.0,1,0,0,1,0
NA,OTHER,1306.0,BEHAVIORAL,8,1.0,RANDOMIZED,SINGLE,PREVENTION,3,3,1.0,1,0,1,1,0
NA,INDUSTRY,30.0,DIETARY_SUPPLEMENT,4,0.0,RANDOMIZED,TRIPLE,PREVENTION,5,11,2.2,1,0,0,1,0
PHASE1,INDUSTRY,21.0,DRUG,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,2,2.0,1,0,0,0,0
EARLY_PHASE1,OTHER,71.0,DRUG,2,,RANDOMIZED,QUADRUPLE,PREVENTION,1,7,7.0,1,0,1,0,0
NA,OTHER,5.0,OTHER,2,0.0,RANDOMIZED,TRIPLE,TREATMENT,1,1,1.0,1,0,1,1,1
PHASE1,INDUSTRY,56.0,DRUG,6,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,3,3.0,1,0,0,0,0
PHASE1,OTHER,28.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,TREATMENT,10,1,0.1,1,0,1,0,0
PHASE4,INDUSTRY,,DRUG,0,,RANDOMIZED,DOUBLE,TREATMENT,1,2,2.0,45,1,1,0,0
NA,OTHER_GOV,25.0,DIETARY_SUPPLEMENT,3,0.0,NON_RANDOMIZED,SINGLE,BASIC_SCIENCE,1,0,0.0,1,0,0,1,0
EARLY_PHASE1,OTHER,100.0,DRUG,2,0.0,RANDOMIZED,NONE,OTHER,1,2,2.0,5,1,1,1,0
NA,NETWORK,50.0,DIETARY_SUPPLEMENT,2,,RANDOMIZED,QUADRUPLE,TREATMENT,1,6,6.0,1,0,1,0,0
PHASE2,OTHER,522.0,DRUG,3,1.0,RANDOMIZED,QUADRUPLE,PREVENTION,1,4,4.0,1,0,1,1,0
NA,OTHER,0.0,PROCEDURE,2,0.0,RANDOMIZED,NONE,TREATMENT,1,0,0.0,1,0,0,0,1
NA,OTHER,20.0,DEVICE,2,1.0,NON_RANDOMIZED,NONE,TREATMENT,2,6,3.0,1,0,0,7,0
PHASE3,OTHER,7793.0,DRUG,3,1.0,RANDOMIZED,QUADRUPLE,PREVENTION,4,5,1.25,9,1,0,4,0
PHASE2,INDUSTRY,111.0,BIOLOGICAL,7,1.0,RANDOMIZED,NONE,TREATMENT,1,3,3.0,0,0,0,0,0
NA,OTHER,43.0,OTHER,2,0.0,RANDOMIZED,NONE,TREATMENT,1,3,3.0,1,0,1,0,0
PHASE3,INDUSTRY,561.0,DRUG,3,0.0,RANDOMIZED,DOUBLE,TREATMENT,1,2,2.0,0,0,0,0,0
NA,OTHER,0.0,BEHAVIORAL,2,0.0,RANDOMIZED,DOUBLE,TREATMENT,7,7,1.0,1,0,1,0,1
NA,INDUSTRY,32.0,DIETARY_SUPPLEMENT,2,,RANDOMIZED,DOUBLE,HEALTH_SERVICES_RESEARCH,1,0,0.0,2,1,0,1,0
NA,OTHER,30.0,OTHER,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,1,4,4.0,1,0,0,0,0
NA,OTHER,67.0,BEHAVIORAL,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,2,2.0,6,1,0,0,0
NA,OTHER,120.0,PROCEDURE,2,0.0,RANDOMIZED,DOUBLE,PREVENTION,1,0,0.0,1,0,0,0,0
PHASE2,OTHER,80.0,DRUG,2,,RANDOMIZED,SINGLE,PREVENTION,9,0,0.0,1,0,0,0,0
NA,OTHER,70.0,OTHER,2,0.0,RANDOMIZED,SINGLE,SUPPORTIVE_CARE,4,0,0.0,1,0,1,1,0
PHASE1/PHASE2,OTHER,26.0,DRUG,2,1.0,RANDOMIZED,DOUBLE,TREATMENT,2,13,6.5,1,0,1,1,0
NA,OTHER,42.0,BEHAVIORAL,2,1.0,RANDOMIZED,SINGLE,TREATMENT,1,23,23.0,1,0,0,0,0
NA,OTHER,29.0,OTHER,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,27,27.0,1,0,0,0,0
PHASE4,OTHER,28.0,DRUG,3,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,7,7.0,1,0,1,0,0
PHASE2,OTHER,30.0,DRUG,2,1.0,NON_RANDOMIZED,NONE,TREATMENT,1,3,3.0,6,1,1,2,0
PHASE2,OTHER,0.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,3,12,4.0,1,0,1,1,1
NA,OTHER,28.0,OTHER,2,0.0,RANDOMIZED,SINGLE,TREATMENT,1,0,0.0,1,0,1,0,1
NA,FED,57.0,BEHAVIORAL,2,1.0,RANDOMIZED,SINGLE,TREATMENT,7,23,3.2857142857142856,2,1,1,1,0
NA,OTHER,200.0,PROCEDURE,2,0.0,NON_RANDOMIZED,NONE,OTHER,1,0,0.0,1,0,0,0,0
EARLY_PHASE1,OTHER,37.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,4,4.0,1,0,1,1,0
NA,OTHER,114.0,BEHAVIORAL,2,0.0,RANDOMIZED,NONE,TREATMENT,1,0,0.0,1,0,0,0,0
PHASE2,INDUSTRY,30.0,DRUG,1,0.0,NON_RANDOMIZED,NONE,TREATMENT,1,8,8.0,8,1,0,0,0
PHASE4,OTHER,100.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,18,18.0,1,0,1,0,0
PHASE2,INDUSTRY,370.0,DRUG,2,0.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,19,19.0,44,1,0,0,0
PHASE3,INDUSTRY,1637.0,DRUG,3,1.0,RANDOMIZED,TRIPLE,TREATMENT,1,11,11.0,17,1,1,0,0
PHASE2,OTHER,92.0,DRUG,2,1.0,RANDOMIZED,TRIPLE,PREVENTION,1,5,5.0,1,0,1,1,0
NA,OTHER,18.0,DEVICE,2,,RANDOMIZED,TRIPLE,TREATMENT,2,5,2.5,1,0,1,1,0
NA,FED,45.0,BEHAVIORAL,4,0.0,RANDOMIZED,SINGLE,TREATMENT,15,11,0.7333333333333333,1,0,1,0,0
PHASE3,INDUSTRY,250.0,DRUG,2,1.0,RANDOMIZED,QUADRUPLE,TREATMENT,1,6,6.0,37,1,1,0,0
NA,OTHER,8.0,DIETARY_SUPPLEMENT,2,1.0,RANDOMIZED,TRIPLE,TREATMENT,1,1,1.0,1,0,1,0,0
PHASE2/PHASE3,OTHER,18.0,DRUG,2,1.0,RANDOMIZED,SINGLE,PREVENTION,1,2,2.0,1,0,0,0,0
PHASE4,INDUSTRY,326.0,BIOLOGICAL,2,1.0,RANDOMIZED,QUADRUPLE,PREVENTION,4,24,6.0,16,1,1,1,0
PHASE1,INDUSTRY,91.0,DRUG,2,,RANDOMIZED,DOUBLE,TREATMENT,6,12,2.0,0,0,0,0,0
NA,OTHER,48.0,DEVICE,2,1.0,RANDOMIZED,DOUBLE,OTHER,1,1,1.0,1,0,0,1,1
PHASE1,INDUSTRY,87.0,DRUG,3,0.0,RANDOMIZED,SINGLE,TREATMENT,1,1,1.0,1,0,0,0,0
NA,OTHER,44.0,OTHER,3,0.0,RANDOMIZED,SINGLE,TREATMENT,1,4,4.0,1,0,0,0,0
